"AnoYear","BanderaFlag","ArteGear","EspeciesSpecies","t"
2016,"MEX","PS","YFT",93928.00
2016,"NIC","PS","BET",667.00
2016,"NIC","PS","BIL",2.00
2016,"NIC","PS","BLM",2.00
2016,"NIC","PS","BUM",1.00
2016,"NIC","PS","CGX",0.00
2016,"NIC","PS","DOX",9.00
2016,"NIC","PS","MLS",0.00
2016,"NIC","PS","MZZ",1.00
2016,"NIC","PS","SFA",1.00
2016,"NIC","PS","SKH",0.00
2016,"NIC","PS","SKJ",1969.00
2016,"NIC","PS","SRX",0.00
2016,"NIC","PS","SSP",0.00
2016,"NIC","PS","SWO",0.00
2016,"NIC","PS","YFT",11047.00
2016,"NIC","UNK","BIL",1.00
2016,"NIC","UNK","CGX",141.00
2016,"NIC","UNK","DOX",13.00
2016,"NIC","UNK","MZZ",0.00
2016,"NIC","UNK","SFA",19.00
2016,"NIC","UNK","SKH",44.00
2016,"NIC","UNK","SWO",29.00
2016,"NIC","UNK","TUN",24.00
2016,"OTR","PS","BET",8029.00
2016,"OTR","PS","BIL",5.00
2016,"OTR","PS","BKJ",1.00
2016,"OTR","PS","BLM",1.00
2016,"OTR","PS","BUM",13.00
2016,"OTR","PS","CGX",0.00
2016,"OTR","PS","DOX",15.00
2016,"OTR","PS","MLS",0.00
2016,"OTR","PS","MZZ",6.00
2016,"OTR","PS","SFA",0.00
2016,"OTR","PS","SKH",0.00
2016,"OTR","PS","SKJ",22691.00
2016,"OTR","PS","SRX",0.00
2016,"OTR","PS","YFT",5297.00
2016,"PAN","LL","ALB",767.00
2016,"PAN","LL","BET",313.00
2016,"PAN","LL","BXQ",190.00
2016,"PAN","LL","DOX",8.00
2016,"PAN","LL","MZZ",344.00
2016,"PAN","LL","SFA",89.00
2016,"PAN","LL","SKH",954.00
2016,"PAN","LL","SKJ",13.00
2016,"PAN","LL","SWO",845.00
2016,"PAN","LL","YFT",688.00
2016,"PAN","PS","BET",8440.00
2016,"PAN","PS","BIL",16.00
2016,"PAN","PS","BKJ",60.00
2016,"PAN","PS","BLM",4.00
2016,"PAN","PS","BUM",8.00
2016,"PAN","PS","BZX",30.00
2016,"PAN","PS","CGX",0.00
2016,"PAN","PS","DOX",70.00
2016,"PAN","PS","MLS",2.00
2016,"PAN","PS","MZZ",37.00
2016,"PAN","PS","SFA",0.00
2016,"PAN","PS","SKH",0.00
2016,"PAN","PS","SKJ",32845.00
2016,"PAN","PS","SRX",0.00
2016,"PAN","PS","SWO",0.00
2016,"PAN","PS","TUN",1.00
2016,"PAN","PS","YFT",23249.00
2016,"PER","PS","BET",312.00
2016,"PER","PS","BLM",0.00
2016,"PER","PS","BUM",1.00
2016,"PER","PS","BZX",245.00
2016,"PER","PS","CGX",0.00
2016,"PER","PS","DOX",3.00
2016,"PER","PS","MLS",0.00
2016,"PER","PS","MZZ",0.00
2016,"PER","PS","SKH",0.00
2016,"PER","PS","SKJ",6454.00
2016,"PER","PS","SRX",0.00
2016,"PER","PS","SWO",0.00
2016,"PER","PS","TUN",1.00
2016,"PER","PS","YFT",1647.00
2016,"PER","UNK","ALB",1.00
2016,"PER","UNK","BET",1.00
2016,"PER","UNK","BKJ",122.00
2016,"PER","UNK","DOX",12724.00
2016,"PER","UNK","SKJ",209.00
2016,"PER","UNK","SWO",219.00
2016,"PER","UNK","TUN",269.00
2016,"PER","UNK","YFT",1498.00
2016,"TWN","LL","ALB",4168.00
2016,"TWN","LL","BET",6006.00
2016,"TWN","LL","BIL",49.00
2016,"TWN","LL","BLM",3.00
2016,"TWN","LL","BUM",952.00
2016,"TWN","LL","MLS",187.00
2016,"TWN","LL","SKH",1412.00
2016,"TWN","LL","SKJ",36.00
2016,"TWN","LL","SWO",2080.00
2016,"TWN","LL","YFT",1222.00
2016,"USA","GN","ALB",1.00
2016,"USA","GN","BZX",1.00
2016,"USA","GN","CGX",0.00
2016,"USA","GN","MZZ",14.00
2016,"USA","GN","PBF",9.00
2016,"USA","GN","SKH",45.00
2016,"USA","GN","SKJ",0.00
2016,"USA","GN","SWO",183.00
2016,"USA","GN","TUN",0.00
2016,"USA","GN","YFT",0.00
2016,"USA","HAR","SKH",0.00
2016,"USA","HAR","SWO",25.00
2016,"USA","LL","ALB",6.00
2016,"USA","LL","BET",2090.00
2016,"USA","LL","BIL",0.00
2016,"USA","LL","BLM",0.00
2016,"USA","LL","BUM",78.00
2016,"USA","LL","DOX",65.00
2016,"USA","LL","MLS",62.00
2016,"USA","LL","MZZ",781.00
2016,"USA","LL","PBF",31.00
2016,"USA","LL","SFA",2.00
2016,"USA","LL","SKH",27.00
2016,"USA","LL","SKJ",29.00
2016,"USA","LL","SSP",60.00
2016,"USA","LL","SWO",454.00
2016,"USA","LL","YFT",253.00
2016,"USA","LTL","ALB",10758.00
2016,"USA","LTL","PBF",0.00
2016,"USA","LTL","SKH",0.00
2016,"USA","OTR","ALB",0.00
2016,"USA","OTR","BET",1.00
2016,"USA","OTR","CGX",1.00
2016,"USA","OTR","DOX",0.00
2016,"USA","OTR","MZZ",0.00
2016,"USA","OTR","PBF",316.00
2016,"USA","OTR","SKH",21.00
2016,"USA","OTR","SKJ",2564.00
2016,"USA","OTR","SWO",42.00
2016,"USA","OTR","TUN",0.00
2016,"USA","OTR","YFT",892.00
2016,"USA","PS","ALB",2.00
2016,"USA","PS","BET",2801.00
2016,"USA","PS","BIL",10.00
2016,"USA","PS","BKJ",116.00
2016,"USA","PS","BLM",5.00
2016,"USA","PS","BUM",16.00
2016,"USA","PS","BZX",261.00
2016,"USA","PS","CGX",1.00
2016,"USA","PS","DOX",27.00
2016,"USA","PS","MLS",1.00
2016,"USA","PS","MZZ",12.00
2016,"USA","PS","PBF",316.00
2016,"USA","PS","SFA",0.00
2016,"USA","PS","SKH",1.00
2016,"USA","PS","SKJ",40007.00
2016,"USA","PS","SRX",0.00
2016,"USA","PS","SWO",0.00
2016,"USA","PS","TUN",7.00
2016,"USA","PS","YFT",4578.00
2016,"USA","RG","ALB",675.00
2016,"USA","RG","PBF",372.00
2016,"USA","RG","SKH",2.00
2016,"VEN","PS","BET",345.00
2016,"VEN","PS","BIL",14.00
2016,"VEN","PS","BKJ",51.00
2016,"VEN","PS","BLM",3.00
2016,"VEN","PS","BUM",7.00
2016,"VEN","PS","CGX",3.00
2016,"VEN","PS","DOX",46.00
2016,"VEN","PS","MLS",2.00
2016,"VEN","PS","MZZ",25.00
2016,"VEN","PS","SFA",11.00
2016,"VEN","PS","SKH",5.00
2016,"VEN","PS","SKJ",9055.00
2016,"VEN","PS","SRX",1.00
2016,"VEN","PS","SSP",0.00
2016,"VEN","PS","SWO",0.00
2016,"VEN","PS","TUN",9.00
2016,"VEN","PS","YFT",23812.00
2016,"VUT","LL","ALB",1209.00
2016,"VUT","LL","BET",877.00
2016,"VUT","LL","BLM",3.00
2016,"VUT","LL","BUM",57.00
2016,"VUT","LL","MLS",35.00
2016,"VUT","LL","SKJ",8.00
2016,"VUT","LL","SWO",278.00
2016,"VUT","LL","YFT",166.00
2017,"BLZ","LL","BLM",6.00
2017,"BLZ","LL","BUM",8.00
2017,"BLZ","LL","SKH",367.00
2017,"BLZ","LL","SWO",100.00
2017,"BLZ","LL","YFT",0.00
2017,"CAN","LTL","ALB",1831.00
2017,"CAN","LTL","CGX",0.00
2017,"CAN","LTL","PBF",0.00
2017,"CHL","GN","ALB",21.00
2017,"CHL","GN","BET",15.00
2017,"CHL","GN","BXQ",15.00
2017,"CHL","GN","DOX",45.00
2017,"CHL","GN","MLS",3.00
2017,"CHL","GN","MZZ",24.00
2017,"CHL","GN","SKH",414.00
2017,"CHL","GN","SKJ",0.00
2017,"CHL","GN","SWO",7639.00
2017,"CHL","GN","YFT",47.00
2017,"CHL","HAR","BXQ",1.00
2017,"CHL","HAR","MLS",0.00
2017,"CHL","HAR","SKH",1.00
2017,"CHL","HAR","SWO",18.00
2017,"CHL","HAR","YFT",0.00
2017,"CHL","LHP","ALB",0.00
2017,"CHL","LHP","BET",0.00
2017,"CHL","LHP","DOX",29.00
2017,"CHL","LHP","SKH",0.00
2017,"CHL","LHP","SKJ",3.00
2017,"CHL","LHP","SWO",4.00
2017,"CHL","LHP","YFT",19.00
2017,"CHL","LL","ALB",0.00
2017,"CHL","LL","BET",1.00
2017,"CHL","LL","BXQ",0.00
2017,"CHL","LL","DOX",55.00
2017,"CHL","LL","MLS",0.00
2017,"CHL","LL","MZZ",0.00
2017,"CHL","LL","SKH",324.00
2017,"CHL","LL","SKJ",0.00
2017,"CHL","LL","SWO",260.00
2017,"CHL","LL","YFT",0.00
2017,"CHL","LTL","ALB",2.00
2017,"CHL","LTL","DOX",4.00
2017,"CHL","LTL","MZZ",1.00
2017,"CHL","LTL","SKH",3.00
2017,"CHL","LTL","YFT",1.00
2017,"CHL","OTR","DOX",41.00
2017,"CHL","OTR","SKJ",0.00
2017,"CHL","OTR","SWO",0.00
2017,"CHL","TX","DOX",0.00
2017,"CHL","TX","SKH",0.00
2017,"CHN","LL","ALB",17341.00
2017,"CHN","LL","BET",7093.00
2017,"CHN","LL","BLM",122.00
2017,"CHN","LL","BUM",1008.00
2017,"CHN","LL","MLS",365.00
2017,"CHN","LL","SKH",2411.00
2017,"CHN","LL","SWO",1970.00
2017,"CHN","LL","YFT",2907.00
2017,"COL","PS","BET",3656.00
2017,"COL","PS","BIL",9.00
2017,"COL","PS","BKJ",48.00
2017,"COL","PS","BLM",1.00
2017,"COL","PS","BUM",9.00
2017,"COL","PS","CGX",2.00
2017,"COL","PS","DOX",96.00
2017,"COL","PS","MLS",0.00
2017,"COL","PS","MZZ",24.00
2017,"COL","PS","SFA",0.00
2017,"COL","PS","SKH",1.00
2017,"COL","PS","SKJ",19284.00
2017,"COL","PS","SRX",1.00
2017,"COL","PS","SSP",0.00
2017,"COL","PS","SWO",0.00
2017,"COL","PS","YFT",15106.00
2017,"COL","UNK","ALB",16.00
2017,"COL","UNK","BKJ",36.00
2017,"COL","UNK","SKJ",11.00
2017,"COL","UNK","TUN",5.00
2017,"COL","UNK","YFT",128.00
2017,"CRI","LL","BET",16.00
2017,"CRI","LL","BUM",421.00
2017,"CRI","LL","DOX",1622.00
2017,"CRI","LL","MLS",500.00
2017,"CRI","LL","MZZ",61.00
2017,"CRI","LL","SFA",300.00
2017,"CRI","LL","SKH",3202.00
2017,"CRI","LL","SWO",1250.00
2017,"CRI","LL","YFT",837.00
2017,"ECU","PS","BET",38299.00
2017,"ECU","PS","BIL",59.00
2017,"ECU","PS","BKJ",2065.00
2017,"ECU","PS","BLM",14.00
2017,"ECU","PS","BUM",104.00
2017,"ECU","PS","BZX",1187.00
2017,"ECU","PS","CGX",4.00
2017,"ECU","PS","DOX",865.00
2017,"ECU","PS","MLS",1.00
2017,"ECU","PS","MZZ",207.00
2017,"ECU","PS","SFA",0.00
2017,"ECU","PS","SKH",37.00
2017,"ECU","PS","SKJ",190139.00
2017,"ECU","PS","SRX",0.00
2017,"ECU","PS","SSP",0.00
2017,"ECU","PS","SWO",0.00
2017,"ECU","PS","TUN",75.00
2017,"ECU","PS","YFT",55705.00
2017,"EU (ESP)","LL","ALB",17.00
2017,"EU (ESP)","LL","BET",131.00
2017,"EU (ESP)","LL","BIL",0.00
2017,"EU (ESP)","LL","BLM",1.00
2017,"EU (ESP)","LL","BUM",107.00
2017,"EU (ESP)","LL","BXQ",0.00
2017,"EU (ESP)","LL","DOX",49.00
2017,"EU (ESP)","LL","MLS",160.00
2017,"EU (ESP)","LL","MZZ",274.00
2017,"EU (ESP)","LL","SFA",81.00
2017,"EU (ESP)","LL","SKH",6339.00
2017,"EU (ESP)","LL","SKJ",0.00
2017,"EU (ESP)","LL","SSP",41.00
2017,"EU (ESP)","LL","SWO",8903.00
2017,"EU (ESP)","LL","YFT",18.00
2017,"FRA (PYF)","LL","ALB",1459.00
2017,"FRA (PYF)","LL","BET",700.00
2017,"FRA (PYF)","LL","BLM",16.00
2017,"FRA (PYF)","LL","BUM",124.00
2017,"FRA (PYF)","LL","DOX",41.00
2017,"FRA (PYF)","LL","MLS",44.00
2017,"FRA (PYF)","LL","MZZ",283.00
2017,"FRA (PYF)","LL","SFA",0.00
2017,"FRA (PYF)","LL","SKJ",14.00
2017,"FRA (PYF)","LL","SSP",6.00
2017,"FRA (PYF)","LL","SWO",105.00
2017,"FRA (PYF)","LL","YFT",1252.00
2017,"FRA (PYF)","UNK","ALB",164.00
2017,"FRA (PYF)","UNK","BET",9.00
2017,"FRA (PYF)","UNK","BUM",191.00
2017,"FRA (PYF)","UNK","DOX",243.00
2017,"FRA (PYF)","UNK","MLS",4.00
2017,"FRA (PYF)","UNK","MZZ",105.00
2017,"FRA (PYF)","UNK","SKJ",650.00
2017,"FRA (PYF)","UNK","YFT",639.00
2017,"JPN","LL","ALB",1081.00
2017,"JPN","LL","BET",8054.00
2017,"JPN","LL","BLM",25.00
2017,"JPN","LL","BUM",465.00
2017,"JPN","LL","MLS",251.00
2017,"JPN","LL","SFA",6.00
2017,"JPN","LL","SKH",858.00
2017,"JPN","LL","SKJ",18.00
2017,"JPN","LL","SSP",127.00
2017,"JPN","LL","SWO",2931.00
2017,"JPN","LL","YFT",1463.00
2017,"KOR","LL","ALB",560.00
2017,"KOR","LL","BET",8749.00
2017,"KOR","LL","BIL",72.00
2017,"KOR","LL","BLM",14.00
2017,"KOR","LL","BUM",614.00
2017,"KOR","LL","MLS",73.00
2017,"KOR","LL","MZZ",353.00
2017,"KOR","LL","SFA",5.00
2017,"KOR","LL","SKH",102.00
2017,"KOR","LL","SKJ",40.00
2017,"KOR","LL","SWO",1290.00
2017,"KOR","LL","YFT",1176.00
2017,"MEX","LL","BXQ",9.00
2017,"MEX","LL","DOX",1.00
2017,"MEX","LL","MZZ",30.00
2017,"MEX","LL","PBF",2.00
2017,"MEX","LL","SFA",0.00
2017,"MEX","LL","SKH",26639.00
2017,"MEX","LL","SWO",61.00
2017,"MEX","LL","YFT",10.00
2017,"MEX","PS","BET",358.00
2017,"MEX","PS","BIL",39.00
2017,"MEX","PS","BKJ",2822.00
2017,"MEX","PS","BLM",11.00
2017,"MEX","PS","BUM",9.00
2017,"MEX","PS","BZX",1740.00
2017,"MEX","PS","CGX",24.00
2017,"MEX","PS","DOX",94.00
2017,"MEX","PS","MLS",6.00
2017,"MEX","PS","MZZ",13.00
2017,"MEX","PS","PBF",3643.00
2017,"MEX","PS","SFA",18.00
2017,"MEX","PS","SKH",0.00
2017,"MEX","PS","SKJ",21238.00
2017,"MEX","PS","SRX",0.00
2017,"MEX","PS","SSP",0.00
2017,"MEX","PS","SWO",1.00
2017,"MEX","PS","TUN",157.00
2017,"MEX","PS","YFT",80870.00
2017,"NIC","PS","BET",1610.00
2017,"NIC","PS","BIL",9.00
2017,"NIC","PS","BLM",3.00
2017,"NIC","PS","BUM",4.00
2017,"NIC","PS","CGX",0.00
2017,"NIC","PS","DOX",11.00
2017,"NIC","PS","MLS",0.00
2017,"NIC","PS","MZZ",5.00
2017,"NIC","PS","SFA",0.00
2017,"NIC","PS","SKH",0.00
2017,"NIC","PS","SKJ",6959.00
2017,"NIC","PS","SRX",0.00
2017,"NIC","PS","SSP",0.00
2017,"NIC","PS","SWO",0.00
2017,"NIC","PS","YFT",9347.00
2017,"NIC","UNK","CGX",103.00
2017,"NIC","UNK","DOX",1004.00
2017,"NIC","UNK","SFA",15.00
2017,"NIC","UNK","SKH",23.00
2017,"NIC","UNK","SWO",8.00
2017,"NIC","UNK","TUN",27.00
2017,"OTR","LL","ALB",0.00
2017,"OTR","LL","BET",15.00
2017,"OTR","LL","BLM",10.00
2017,"OTR","LL","BUM",3.00
2017,"OTR","LL","DOX",1.00
2017,"OTR","LL","MLS",7.00
2017,"OTR","LL","MZZ",13.00
2017,"OTR","LL","SKH",382.00
2017,"OTR","LL","SWO",532.00
2017,"OTR","LL","YFT",1.00
2017,"OTR","PS","BET",5040.00
2017,"OTR","PS","BIL",5.00
2017,"OTR","PS","BKJ",1.00
2017,"OTR","PS","BLM",0.00
2017,"OTR","PS","BUM",2.00
2017,"OTR","PS","CGX",0.00
2017,"OTR","PS","DOX",15.00
2017,"OTR","PS","MZZ",3.00
2017,"OTR","PS","SKH",1.00
2017,"OTR","PS","SKJ",11186.00
2017,"OTR","PS","SRX",0.00
2017,"OTR","PS","TUN",2.00
2017,"OTR","PS","YFT",3374.00
2017,"PAN","LL","ALB",509.00
2017,"PAN","LL","BET",357.00
2017,"PAN","LL","BXQ",111.00
2017,"PAN","LL","MZZ",27.00
2017,"PAN","LL","SFA",129.00
2017,"PAN","LL","SKH",486.00
2017,"PAN","LL","SKJ",7.00
2017,"PAN","LL","SWO",512.00
2017,"PAN","LL","YFT",612.00
2017,"PAN","PS","BET",10544.00
2017,"PAN","PS","BIL",23.00
2017,"PAN","PS","BKJ",140.00
2017,"PAN","PS","BLM",4.00
2017,"PAN","PS","BUM",7.00
2017,"PAN","PS","CGX",0.00
2017,"PAN","PS","DOX",94.00
2017,"PAN","PS","MLS",0.00
2017,"PAN","PS","MZZ",19.00
2017,"PAN","PS","SFA",0.00
2017,"PAN","PS","SKH",0.00
2017,"PAN","PS","SKJ",37419.00
2017,"PAN","PS","SRX",0.00
2017,"PAN","PS","SSP",0.00
2017,"PAN","PS","SWO",0.00
2017,"PAN","PS","YFT",19921.00
2017,"PER","PS","BET",0.00
2017,"PER","PS","BIL",0.00
2017,"PER","PS","BUM",0.00
2017,"PER","PS","BZX",496.00
2017,"PER","PS","CGX",0.00
2017,"PER","PS","DOX",9.00
2017,"PER","PS","MZZ",0.00
2017,"PER","PS","SKH",0.00
2017,"PER","PS","SKJ",6257.00
2017,"PER","PS","SRX",0.00
2017,"PER","PS","YFT",3349.00
2017,"PER","UNK","ALB",1.00
2017,"PER","UNK","BET",8.00
2017,"PER","UNK","BKJ",17.00
2017,"PER","UNK","DOX",14631.00
2017,"PER","UNK","SKJ",215.00
2017,"PER","UNK","SWO",152.00
2017,"PER","UNK","TUN",334.00
2017,"PER","UNK","YFT",1854.00
2017,"TWN","LL","ALB",4308.00
2017,"TWN","LL","BET",6186.00
2017,"TWN","LL","BIL",66.00
2017,"TWN","LL","BLM",13.00
2017,"TWN","LL","BUM",889.00
2017,"TWN","LL","MLS",167.00
2017,"TWN","LL","MZZ",1120.00
2017,"TWN","LL","SKH",1353.00
2017,"TWN","LL","SKJ",54.00
2017,"TWN","LL","SWO",2530.00
2017,"TWN","LL","YFT",1263.00
2017,"USA","GN","ALB",0.00
2017,"USA","GN","BET",0.00
2017,"USA","GN","BZX",0.00
2017,"USA","GN","CGX",0.00
2017,"USA","GN","MZZ",19.00
2017,"USA","GN","PBF",1.00
2017,"USA","GN","SKH",60.00
2017,"USA","GN","SKJ",0.00
2017,"USA","GN","SWO",179.00
2017,"USA","GN","YFT",1.00
2017,"USA","HAR","SKH",0.00
2017,"USA","HAR","SWO",28.00
2017,"USA","LL","ALB",5.00
2017,"USA","LL","BET",2700.00
2017,"USA","LL","BIL",0.00
2017,"USA","LL","BLM",0.00
2017,"USA","LL","BUM",115.00
2017,"USA","LL","DOX",90.00
2017,"USA","LL","MLS",76.00
2017,"USA","LL","MZZ",963.00
2017,"USA","LL","PBF",18.00
2017,"USA","LL","SFA",4.00
2017,"USA","LL","SKH",42.00
2017,"USA","LL","SKJ",29.00
2017,"USA","LL","SSP",71.00
2017,"USA","LL","SWO",652.00
2017,"USA","LL","TUN",0.00
2017,"USA","LL","YFT",536.00
2017,"USA","LTL","ALB",7096.00
2017,"USA","LTL","PBF",0.00
2017,"USA","LTL","SKH",0.00
2017,"USA","LTL","SKJ",0.00
2017,"USA","LTL","YFT",0.00
2017,"USA","OTR","ALB",14.00
2017,"USA","OTR","BZX",0.00
2017,"USA","OTR","CGX",0.00
2017,"USA","OTR","MZZ",0.00
2017,"USA","OTR","PBF",18.00
2017,"USA","OTR","SKH",26.00
2017,"USA","OTR","SWO",44.00
2017,"USA","OTR","YFT",0.00
2017,"USA","PS","BET",6210.00
2017,"USA","PS","BIL",13.00
2017,"USA","PS","BLM",0.00
2017,"USA","PS","BUM",12.00
2017,"USA","PS","BZX",15.00
2017,"USA","PS","CGX",1.00
2017,"USA","PS","DOX",123.00
2017,"USA","PS","MLS",1.00
2017,"USA","PS","MZZ",19.00
2017,"USA","PS","PBF",466.00
2017,"USA","PS","SKH",1.00
2017,"USA","PS","SKJ",24989.00
2017,"USA","PS","SRX",1.00
2017,"USA","PS","SWO",0.00
2017,"USA","PS","YFT",6500.00
2017,"USA","RG","ALB",372.00
2017,"USA","RG","PBF",463.00
2017,"USA","RG","SKH",1.00
2017,"VEN","PS","BET",1256.00
2017,"VEN","PS","BIL",7.00
2017,"VEN","PS","BKJ",3.00
2017,"VEN","PS","BLM",5.00
2017,"VEN","PS","BUM",4.00
2017,"VEN","PS","CGX",2.00
2017,"VEN","PS","DOX",68.00
2017,"VEN","PS","MLS",2.00
2017,"VEN","PS","MZZ",13.00
2017,"VEN","PS","SFA",4.00
2017,"VEN","PS","SKH",0.00
2017,"VEN","PS","SKJ",7288.00
2017,"VEN","PS","SRX",0.00
2017,"VEN","PS","SWO",0.00
2017,"VEN","PS","YFT",16809.00
2017,"VUT","LL","ALB",1051.00
2017,"VUT","LL","BET",1463.00
2017,"VUT","LL","BLM",4.00
2017,"VUT","LL","BUM",78.00
2017,"VUT","LL","MLS",92.00
2017,"VUT","LL","PBF",1.00
2017,"VUT","LL","SKJ",8.00
2017,"VUT","LL","SWO",493.00
2017,"VUT","LL","YFT",406.00
2018,"CAN","LTL","ALB",2717.00
2018,"CHL","GN","ALB",9.00
2018,"CHL","GN","BET",3.00
2018,"CHL","GN","BXQ",6.00
2018,"CHL","GN","DOX",32.00
2018,"CHL","GN","MLS",1.00
2018,"CHL","GN","MZZ",14.00
2018,"CHL","GN","SKH",553.00
2018,"CHL","GN","SWO",6570.00
2018,"CHL","GN","YFT",9.00
2018,"CHL","HAR","BXQ",0.00
2018,"CHL","HAR","SKH",0.00
2018,"CHL","HAR","SWO",7.00
2018,"CHL","LHP","ALB",0.00
2018,"CHL","LHP","DOX",17.00
2018,"CHL","LHP","MZZ",0.00
2018,"CHL","LHP","SKH",11.00
2018,"CHL","LHP","SKJ",1.00
2018,"CHL","LHP","SWO",2.00
2018,"CHL","LHP","YFT",19.00
2018,"CHL","LL","ALB",0.00
2018,"CHL","LL","DOX",42.00
2018,"CHL","LL","MZZ",0.00
2018,"CHL","LL","SKH",414.00
2018,"CHL","LL","SWO",174.00
2018,"CHL","LL","YFT",0.00
2018,"CHL","LTL","ALB",0.00
2018,"CHL","LTL","BET",0.00
2018,"CHL","LTL","DOX",4.00
2018,"CHL","LTL","SKH",20.00
2018,"CHL","LTL","SWO",0.00
2018,"CHL","LTL","YFT",0.00
2018,"CHL","OTR","DOX",44.00
2018,"CHL","OTR","MZZ",1.00
2018,"CHL","OTR","SKH",0.00
2018,"CHL","OTR","SWO",14.00
2018,"CHL","OTR","YFT",0.00
2018,"CHL","TX","DOX",0.00
2018,"CHL","TX","SKH",0.00
2018,"CHN","LL","ALB",15578.00
2018,"CHN","LL","BET",6060.00
2018,"CHN","LL","BLM",235.00
2018,"CHN","LL","BUM",1511.00
2018,"CHN","LL","MLS",630.00
2018,"CHN","LL","SKH",2966.00
2018,"CHN","LL","SWO",2674.00
2018,"CHN","LL","YFT",5386.00
2018,"COL","PS","BET",1449.00
2018,"COL","PS","BIL",5.00
2018,"COL","PS","BKJ",9.00
2018,"COL","PS","BLM",4.00
2018,"COL","PS","BUM",9.00
2018,"COL","PS","BZX",11.00
2018,"COL","PS","CGX",1.00
2018,"COL","PS","DOX",70.00
2018,"COL","PS","MLS",0.00
2018,"COL","PS","MZZ",45.00
2018,"COL","PS","SFA",0.00
2018,"COL","PS","SKH",0.00
2018,"COL","PS","SKJ",15365.00
2018,"COL","PS","SRX",0.00
2018,"COL","PS","TUN",4.00
2018,"COL","PS","YFT",21855.00
2018,"COL","UNK","ALB",149.00
2018,"COL","UNK","BET",1.00
2018,"COL","UNK","BKJ",70.00
2018,"COL","UNK","SKJ",12.00
2018,"COL","UNK","TUN",4.00
2018,"COL","UNK","YFT",270.00
2018,"CRI","LL","BET",14.00
2018,"CRI","LL","BUM",577.00
2018,"CRI","LL","DOX",3345.00
2018,"CRI","LL","MLS",386.00
2018,"CRI","LL","MZZ",18.00
2018,"CRI","LL","SFA",320.00
2018,"CRI","LL","SKH",2661.00
2018,"CRI","LL","SKJ",1039.00
2018,"CRI","LL","SWO",1356.00
2018,"CRI","LL","YFT",1190.00
2018,"ECU","PS","BET",40427.00
2018,"ECU","PS","BIL",43.00
2018,"ECU","PS","BKJ",506.00
2018,"ECU","PS","BLM",6.00
2018,"ECU","PS","BUM",110.00
2018,"ECU","PS","BZX",201.00
2018,"ECU","PS","CGX",10.00
2018,"ECU","PS","DOX",789.00
2018,"ECU","PS","MLS",2.00
2018,"ECU","PS","MZZ",395.00
2018,"ECU","PS","SFA",0.00
2018,"ECU","PS","SKH",1.00
2018,"ECU","PS","SKJ",177456.00
2018,"ECU","PS","SRX",0.00
2018,"ECU","PS","SSP",0.00
2018,"ECU","PS","SWO",0.00
2018,"ECU","PS","TUN",24.00
2018,"ECU","PS","YFT",57164.00
2018,"EU (ESP)","LL","ALB",7.00
2018,"EU (ESP)","LL","BET",104.00
2018,"EU (ESP)","LL","BLM",0.00
2018,"EU (ESP)","LL","BUM",103.00
2018,"EU (ESP)","LL","DOX",60.00
2018,"EU (ESP)","LL","MLS",148.00
2018,"EU (ESP)","LL","MZZ",246.00
2018,"EU (ESP)","LL","SFA",95.00
2018,"EU (ESP)","LL","SKH",5515.00
2018,"EU (ESP)","LL","SKJ",0.00
2018,"EU (ESP)","LL","SSP",37.00
2018,"EU (ESP)","LL","SWO",11405.00
2018,"EU (ESP)","LL","YFT",18.00
2018,"FRA (PYF)","LL","ALB",2293.00
2018,"FRA (PYF)","LL","BET",897.00
2018,"FRA (PYF)","LL","BLM",12.00
2018,"FRA (PYF)","LL","BUM",186.00
2018,"FRA (PYF)","LL","DOX",29.00
2018,"FRA (PYF)","LL","MLS",54.00
2018,"FRA (PYF)","LL","MZZ",309.00
2018,"FRA (PYF)","LL","SFA",1.00
2018,"FRA (PYF)","LL","SKJ",9.00
2018,"FRA (PYF)","LL","SSP",6.00
2018,"FRA (PYF)","LL","SWO",171.00
2018,"FRA (PYF)","LL","YFT",1101.00
2018,"FRA (PYF)","UNK","ALB",165.00
2018,"FRA (PYF)","UNK","BET",15.00
2018,"FRA (PYF)","UNK","BUM",174.00
2018,"FRA (PYF)","UNK","DOX",183.00
2018,"FRA (PYF)","UNK","MLS",4.00
2018,"FRA (PYF)","UNK","MZZ",99.00
2018,"FRA (PYF)","UNK","SKJ",325.00
2018,"FRA (PYF)","UNK","YFT",721.00
2018,"JPN","LL","ALB",1131.00
2018,"JPN","LL","BET",6125.00
2018,"JPN","LL","BLM",17.00
2018,"JPN","LL","BUM",296.00
2018,"JPN","LL","MLS",234.00
2018,"JPN","LL","SFA",4.00
2018,"JPN","LL","SKH",830.00
2018,"JPN","LL","SKJ",18.00
2018,"JPN","LL","SSP",160.00
2018,"JPN","LL","SWO",2080.00
2018,"JPN","LL","YFT",1412.00
2018,"KOR","LL","ALB",576.00
2018,"KOR","LL","BET",6675.00
2018,"KOR","LL","BIL",39.00
2018,"KOR","LL","BLM",20.00
2018,"KOR","LL","BUM",457.00
2018,"KOR","LL","MLS",60.00
2018,"KOR","LL","MZZ",164.00
2018,"KOR","LL","SFA",3.00
2018,"KOR","LL","SKH",80.00
2018,"KOR","LL","SKJ",34.00
2018,"KOR","LL","SWO",837.00
2018,"KOR","LL","TUN",3.00
2018,"KOR","LL","YFT",1189.00
